,community,id,members,attendAsembly,memOrg,income,monthInstall,primaryEd,secondaryEd,owner,yearsInHome,control,treatNoBonus,treatBonus,waterScarce,waterOK,houseType,age,numShowers,numSinks,numKitchen,showerTime,showerFreq,sinkTime,sinkFreq,kitchenTime,maxInstall,numInstalled,cleanShower,cleanKitchen,cleanSink,leaks,savings,sameFamily,totalDisadopt,partialDisadopt,noDisadopt,meanUsage,perCapitaUsage,kitchenExpectation,sinkExpectation,showerExpectation,cleanSum
1138,36.0,36362.0,1.0,0.0,0.0,3.0,7.0,1.0,0.0,1.0,20.0,0.0,1.0,0.0,0.0,1.0,1.0,72.0,1.0,0.0,0.0,1.0,3.0,,,,1.0,0.0,1.0,0.0,0.0,0.0,7.0,1.0,1.0,0.0,0,12.56140350877193,12.56140350877193,,,2.5,1.0
1143,36.0,36367.0,3.0,0.0,0.0,3.0,7.0,1.0,0.0,1.0,25.0,0.0,0.0,1.0,0.0,1.0,1.0,53.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,0.0,4.0,1.0,0.0,0.0,1,16.17543859649123,5.3918128654970765,5.0,5.0,3.8000000000000003,3.0
1145,36.0,36369.0,5.0,1.0,0.0,,7.0,0.0,0.0,1.0,9.0,0.0,0.0,1.0,0.0,1.0,1.0,60.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,4.0,1.0,0.0,0.0,1,33.59649122807018,6.719298245614036,6.0,8.0,8.0,3.0
1151,36.0,36377.0,5.0,1.0,0.0,5.0,7.0,1.0,1.0,1.0,6.0,0.0,0.0,1.0,0.0,1.0,1.0,41.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,4.0,1.0,0.0,0.0,1,20.736842105263158,4.147368421052631,8.0,8.600000000000001,9.0,3.0
1152,36.0,36378.0,3.0,1.0,0.0,3.0,7.0,1.0,1.0,1.0,8.0,0.0,0.0,1.0,0.0,1.0,1.0,50.0,1.0,1.0,0.0,3.0,3.0,3.0,3.0,,2.0,1.0,1.0,0.0,1.0,1.0,3.0,1.0,0.0,1.0,0,18.36842105263158,6.12280701754386,,2.5,3.1,2.0
1153,36.0,36379.0,5.0,0.0,0.0,1.0,7.0,1.0,0.0,1.0,7.0,0.0,1.0,0.0,0.0,1.0,2.0,38.0,0.0,1.0,0.0,,,3.0,3.0,,1.0,1.0,0.0,0.0,1.0,0.0,4.0,1.0,0.0,0.0,1,29.614035087719298,5.922807017543859,,3.4,,1.0
1158,36.0,36384.0,3.0,0.0,0.0,2.0,7.0,1.0,0.0,1.0,8.0,0.0,1.0,0.0,0.0,1.0,1.0,63.0,0.0,0.0,1.0,,,,,1.0,1.0,0.0,0.0,1.0,0.0,1.0,7.0,1.0,1.0,0.0,0,13.614035087719298,4.538011695906433,2.0,,,1.0
1160,36.0,36386.0,4.0,1.0,1.0,3.0,7.0,1.0,1.0,1.0,5.0,0.0,0.0,1.0,0.0,1.0,1.0,48.0,1.0,1.0,1.0,2.0,3.0,3.0,3.0,1.0,3.0,3.0,0.0,1.0,1.0,1.0,3.0,1.0,0.0,0.0,1,19.403508771929825,4.850877192982456,3.0,3.6000000000000005,3.0,2.0
1161,36.0,36387.0,3.0,0.0,0.0,3.0,7.0,1.0,0.0,1.0,14.0,0.0,0.0,1.0,0.0,1.0,1.0,34.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,4.0,1.0,0.0,0.0,1,11.982456140350877,3.9941520467836256,6.0,9.0,9.0,3.0
1162,36.0,36388.0,6.0,0.0,0.0,4.0,7.0,1.0,1.0,1.0,7.0,0.0,0.0,1.0,0.0,1.0,1.0,53.0,1.0,0.0,1.0,1.0,3.0,,,3.0,2.0,2.0,1.0,1.0,0.0,0.0,4.0,1.0,0.0,0.0,1,34.40350877192982,5.73391812865497,9.0,,9.0,2.0
1164,36.0,36390.0,8.0,0.0,0.0,3.0,6.0,0.0,0.0,1.0,7.0,0.0,1.0,0.0,0.0,1.0,1.0,21.0,1.0,0.0,0.0,1.0,3.0,,,,1.0,1.0,1.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,1,57.719298245614034,7.214912280701754,,,8.5,1.0
1166,36.0,36394.0,2.0,1.0,0.0,1.0,7.0,1.0,0.0,1.0,7.0,0.0,0.0,1.0,0.0,1.0,1.0,32.0,1.0,0.0,1.0,3.0,3.0,,,3.0,2.0,2.0,1.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,1,6.719298245614035,3.3596491228070176,4.0,,5.0,1.0
1170,36.0,36398.0,6.0,0.0,0.0,,7.0,1.0,0.0,1.0,10.0,0.0,0.0,1.0,0.0,1.0,1.0,32.0,1.0,0.0,0.0,3.0,3.0,,,,1.0,1.0,0.0,0.0,0.0,1.0,4.0,1.0,0.0,0.0,1,17.736842105263158,2.956140350877193,,,3.3000000000000003,0.0
1172,36.0,36400.0,4.0,1.0,0.0,4.0,7.0,1.0,1.0,1.0,3.0,0.0,0.0,1.0,0.0,1.0,1.0,31.0,1.0,0.0,1.0,3.0,3.0,,,1.0,2.0,2.0,1.0,1.0,0.0,1.0,4.0,1.0,0.0,0.0,1,14.350877192982455,3.587719298245614,4.300000000000001,,4.300000000000001,2.0
1174,36.0,36402.0,1.0,0.0,0.0,3.0,7.0,1.0,0.0,1.0,3.0,0.0,0.0,1.0,0.0,1.0,1.0,30.0,0.0,1.0,1.0,,,3.0,3.0,3.0,2.0,2.0,0.0,0.0,0.0,1.0,7.0,1.0,0.0,0.0,1,7.75,7.75,5.0,5.0,,0.0
1184,36.0,36412.0,3.0,1.0,0.0,4.0,7.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,22.0,1.0,0.0,0.0,3.0,3.0,,,,1.0,1.0,1.0,0.0,0.0,1.0,4.0,1.0,0.0,0.0,1,17.451612903225808,5.817204301075269,,,8.600000000000001,1.0
1188,36.0,36416.0,3.0,1.0,1.0,5.0,7.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,38.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,0.0,1.0,1.0,0.0,7.0,1.0,0.0,1.0,0,14.482758620689655,4.827586206896552,2.8,3.5,4.5,2.0
1191,36.0,36419.0,4.0,0.0,0.0,4.0,7.0,1.0,1.0,1.0,0.4166666567325592,0.0,0.0,1.0,0.0,1.0,2.0,36.0,0.0,1.0,0.0,,,3.0,3.0,,1.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,1,23.761904761904763,5.940476190476191,,4.6,,0.0
1195,47.0,47004.0,1.0,1.0,1.0,3.0,5.0,1.0,1.0,1.0,35.0,0.0,1.0,0.0,1.0,0.0,1.0,36.0,1.0,0.0,1.0,1.0,3.0,,,1.0,2.0,0.0,0.0,1.0,0.0,0.0,5.0,1.0,1.0,0.0,0,27.45614035087719,27.45614035087719,2.2,,2.2,1.0
1198,47.0,47007.0,4.0,0.0,0.0,4.0,5.0,1.0,1.0,1.0,30.0,0.0,1.0,0.0,1.0,0.0,1.0,34.0,1.0,0.0,1.0,3.0,3.0,,,3.0,2.0,1.0,0.0,1.0,0.0,0.0,7.0,1.0,0.0,1.0,0,29.94736842105263,7.4868421052631575,2.0,,5.2,1.0
1200,47.0,47009.0,3.0,1.0,0.0,3.0,5.0,1.0,1.0,1.0,3.0,0.0,0.0,1.0,1.0,0.0,2.0,31.0,1.0,0.0,1.0,1.0,3.0,,,1.0,2.0,2.0,1.0,1.0,0.0,1.0,7.0,1.0,0.0,0.0,1,13.035087719298245,4.345029239766082,3.6000000000000005,,3.6000000000000005,2.0
1209,47.0,47018.0,3.0,0.0,0.0,5.0,5.0,1.0,1.0,1.0,25.0,0.0,0.0,1.0,1.0,0.0,1.0,59.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,1.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0,24.29824561403509,8.099415204678364,2.0,2.0,2.0,3.0
1212,47.0,47021.0,4.0,1.0,1.0,5.0,5.0,0.0,0.0,1.0,23.0,0.0,0.0,1.0,1.0,0.0,1.0,50.0,1.0,0.0,1.0,3.0,3.0,,,3.0,2.0,1.0,0.0,1.0,0.0,0.0,6.0,1.0,0.0,1.0,0,19.844444444444445,4.961111111111111,4.0,,4.0,1.0
1213,47.0,47022.0,4.0,0.0,0.0,3.0,5.0,1.0,0.0,1.0,10.0,0.0,1.0,0.0,1.0,0.0,1.0,39.0,1.0,0.0,1.0,3.0,3.0,,,3.0,2.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,1.0,0,26.140350877192983,6.535087719298246,3.0,,3.0,0.0
1217,47.0,47026.0,1.0,0.0,0.0,1.0,5.0,1.0,0.0,1.0,22.0,0.0,0.0,1.0,1.0,0.0,1.0,77.0,1.0,0.0,1.0,3.0,3.0,,,3.0,2.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0,10.68421052631579,10.68421052631579,4.0,,4.0,2.0
1219,47.0,47028.0,4.0,1.0,0.0,3.0,5.0,1.0,1.0,1.0,21.0,0.0,1.0,0.0,1.0,0.0,1.0,73.0,1.0,0.0,1.0,1.0,3.0,,,3.0,2.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0,38.578947368421055,9.644736842105264,2.0,,2.0,2.0
1223,47.0,47032.0,4.0,1.0,0.0,2.0,5.0,1.0,0.0,1.0,15.0,0.0,1.0,0.0,1.0,0.0,1.0,51.0,1.0,0.0,1.0,3.0,3.0,,,3.0,2.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,1.0,0,31.05263157894737,7.7631578947368425,2.2,,3.2,1.0
1224,47.0,47033.0,2.0,1.0,0.0,2.0,5.0,1.0,0.0,1.0,0.5,0.0,0.0,1.0,1.0,0.0,1.0,30.0,1.0,0.0,1.0,,,,,,2.0,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,0,6.682926829268292,3.341463414634146,,,,0.0
1225,47.0,47034.0,2.0,1.0,1.0,2.0,5.0,1.0,0.0,1.0,25.0,0.0,0.0,1.0,1.0,0.0,1.0,70.0,1.0,0.0,1.0,3.0,3.0,,,3.0,2.0,1.0,1.0,0.0,0.0,1.0,4.0,1.0,0.0,1.0,0,29.57894736842105,14.789473684210526,4.0,,3.0,1.0
1227,47.0,47036.0,4.0,0.0,0.0,,5.0,1.0,0.0,1.0,11.0,0.0,1.0,0.0,1.0,0.0,1.0,33.0,1.0,0.0,1.0,3.0,3.0,,,3.0,2.0,1.0,1.0,1.0,0.0,1.0,7.0,1.0,0.0,1.0,0,20.140350877192983,5.035087719298246,2.0,,2.4000000000000004,2.0
1228,47.0,47037.0,6.0,1.0,0.0,4.0,5.0,1.0,0.0,1.0,25.0,0.0,0.0,1.0,1.0,0.0,1.0,58.0,1.0,0.0,0.0,3.0,3.0,,,,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1,23.842105263157894,3.9736842105263155,,,2.0,1.0
1229,47.0,47038.0,4.0,0.0,0.0,3.0,5.0,1.0,0.0,0.0,15.0,0.0,1.0,0.0,1.0,0.0,4.0,33.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,1.0,1.0,0.0,7.0,1.0,1.0,0.0,0,17.385964912280702,4.3464912280701755,2.0,2.0,2.0,2.0
1230,47.0,47039.0,2.0,1.0,0.0,3.0,5.0,1.0,0.0,1.0,24.0,0.0,1.0,0.0,1.0,0.0,1.0,73.0,1.0,0.0,0.0,3.0,3.0,,,,1.0,1.0,1.0,0.0,0.0,1.0,7.0,1.0,0.0,0.0,1,5.2631578947368425,2.6315789473684212,,,2.5999999999999996,1.0
1231,47.0,47040.0,3.0,0.0,0.0,3.0,5.0,1.0,0.0,1.0,25.0,0.0,0.0,1.0,1.0,0.0,1.0,47.0,1.0,0.0,1.0,3.0,3.0,,,3.0,2.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,1.0,0.0,0,23.017543859649123,7.672514619883041,2.0,,2.0,0.0
1233,47.0,47042.0,3.0,0.0,0.0,,5.0,1.0,0.0,1.0,20.0,0.0,1.0,0.0,1.0,0.0,1.0,59.0,1.0,1.0,0.0,3.0,3.0,1.0,3.0,,2.0,1.0,1.0,0.0,1.0,0.0,3.0,1.0,0.0,1.0,0,12.842105263157896,4.280701754385965,,2.0,2.0,2.0
1240,47.0,47049.0,3.0,0.0,0.0,5.0,5.0,1.0,0.0,1.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,47.0,1.0,0.0,1.0,3.0,3.0,,,3.0,2.0,2.0,1.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,1,13.775,4.591666666666667,2.0,,2.4000000000000004,1.0
1242,47.0,47051.0,4.0,0.0,0.0,3.0,5.0,1.0,1.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,3.0,27.0,1.0,0.0,0.0,3.0,3.0,,,,1.0,1.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,1,17.63157894736842,4.407894736842105,,,2.7,0.0
1243,47.0,47052.0,5.0,0.0,0.0,4.0,5.0,1.0,0.0,1.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,37.0,1.0,0.0,2.0,1.0,3.0,,,3.0,3.0,1.0,0.0,0.0,0.0,1.0,5.0,1.0,1.0,0.0,0,17.24561403508772,3.449122807017544,2.0,,2.0,0.0
1247,47.0,47056.0,6.0,0.0,1.0,5.0,5.0,1.0,0.0,1.0,19.0,0.0,0.0,1.0,1.0,0.0,1.0,45.0,1.0,0.0,0.0,2.0,3.0,,,,1.0,0.0,1.0,0.0,0.0,1.0,5.0,1.0,1.0,0.0,0,24.157894736842106,4.026315789473684,,,2.0,1.0
1249,47.0,47058.0,6.0,0.0,0.0,4.0,5.0,1.0,1.0,1.0,3.0,0.0,1.0,0.0,1.0,0.0,1.0,36.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,1.0,3.0,2.0,0.0,0.0,1.0,0.0,7.0,1.0,0.0,1.0,0,9.866666666666667,1.6444444444444446,3.0,2.0,2.0,1.0
1253,47.0,47062.0,1.0,0.0,0.0,5.0,5.0,1.0,1.0,1.0,17.0,0.0,0.0,1.0,1.0,0.0,1.0,34.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,1.0,0.0,7.0,1.0,1.0,0.0,0,22.29824561403509,22.29824561403509,2.0,2.0,2.0,1.0
1254,47.0,47063.0,4.0,0.0,0.0,2.0,5.0,0.0,0.0,1.0,8.0,0.0,1.0,0.0,1.0,0.0,1.0,45.0,0.0,0.0,1.0,,,,,3.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1,48.03508771929825,12.008771929824562,2.0,,,1.0
1255,47.0,47065.0,2.0,1.0,0.0,3.0,5.0,1.0,0.0,1.0,7.0,0.0,0.0,1.0,1.0,0.0,1.0,35.0,1.0,0.0,0.0,1.0,3.0,,,,1.0,0.0,1.0,0.0,0.0,0.0,4.0,1.0,1.0,0.0,0,17.05263157894737,8.526315789473685,,,2.0,1.0
1256,47.0,47066.0,2.0,1.0,0.0,3.0,5.0,0.0,0.0,1.0,30.0,0.0,0.0,1.0,1.0,0.0,1.0,37.0,1.0,0.0,0.0,3.0,3.0,,,,1.0,0.0,1.0,0.0,0.0,1.0,3.0,1.0,1.0,0.0,0,19.614035087719298,9.807017543859649,,,2.0,1.0
1263,47.0,47073.0,2.0,0.0,0.0,,5.0,0.0,0.0,1.0,11.0,0.0,0.0,1.0,1.0,0.0,1.0,72.0,1.0,1.0,0.0,1.0,3.0,1.0,3.0,,2.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,37.54385964912281,18.771929824561404,,2.0,2.0,2.0
1265,47.0,47075.0,3.0,0.0,0.0,5.0,5.0,1.0,1.0,1.0,27.0,0.0,1.0,0.0,1.0,0.0,1.0,54.0,1.0,1.0,0.0,1.0,3.0,3.0,3.0,,2.0,1.0,1.0,0.0,1.0,1.0,3.0,1.0,0.0,1.0,0,17.49122807017544,5.830409356725146,,3.0,2.0,2.0
1267,47.0,47077.0,4.0,1.0,0.0,2.0,5.0,0.0,0.0,1.0,15.0,0.0,0.0,1.0,1.0,0.0,1.0,52.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,0.0,1.0,1.0,1.0,5.0,1.0,0.0,1.0,0,27.894736842105264,6.973684210526316,9.0,9.0,9.0,2.0
1275,47.0,47085.0,6.0,0.0,0.0,1.0,5.0,0.0,0.0,1.0,40.0,0.0,0.0,1.0,1.0,0.0,1.0,77.0,1.0,0.0,1.0,1.0,3.0,,,1.0,2.0,0.0,1.0,1.0,0.0,1.0,4.0,1.0,1.0,0.0,0,44.24561403508772,7.374269005847953,2.0,,2.0,2.0
1278,47.0,47088.0,2.0,0.0,0.0,4.0,5.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,4.0,30.0,1.0,0.0,0.0,,,,,,1.0,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,0,,,,,,0.0
1279,47.0,47089.0,7.0,0.0,0.0,5.0,5.0,1.0,0.0,1.0,28.0,0.0,0.0,1.0,1.0,0.0,1.0,52.0,1.0,0.0,0.0,1.0,3.0,,,,1.0,1.0,1.0,0.0,0.0,1.0,5.0,1.0,0.0,0.0,1,28.92982456140351,4.132832080200502,,,3.0,1.0
1281,47.0,47091.0,2.0,0.0,0.0,5.0,5.0,1.0,0.0,1.0,11.0,0.0,1.0,0.0,1.0,0.0,1.0,50.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,0.0,0.0,0.0,1.0,5.0,1.0,0.0,1.0,0,58.91228070175438,29.45614035087719,5.6,5.6,5.4,0.0
1282,47.0,47092.0,3.0,0.0,0.0,3.0,5.0,1.0,1.0,1.0,5.0,0.0,1.0,0.0,1.0,0.0,1.0,61.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,7.0,1.0,0.0,1.0,0,33.745098039215684,11.248366013071895,2.0,2.0,2.0,3.0
1283,47.0,47093.0,2.0,1.0,1.0,5.0,5.0,1.0,1.0,1.0,30.0,0.0,1.0,0.0,1.0,0.0,1.0,53.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,1.0,1.0,1.0,1.0,7.0,1.0,1.0,0.0,0,23.894736842105264,11.947368421052632,2.0,2.0,2.0,3.0
1290,47.0,47100.0,5.0,0.0,0.0,2.0,5.0,1.0,0.0,1.0,20.0,0.0,0.0,1.0,1.0,0.0,1.0,70.0,1.0,1.0,0.0,3.0,3.0,3.0,3.0,,2.0,1.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,1.0,0,17.94736842105263,3.589473684210526,,6.699999999999999,3.7,0.0
1292,47.0,47102.0,2.0,0.0,0.0,3.0,5.0,1.0,1.0,1.0,8.0,0.0,0.0,1.0,1.0,0.0,1.0,31.0,1.0,1.0,1.0,3.0,3.0,2.0,3.0,2.0,3.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0,18.350877192982455,9.175438596491228,2.0,2.0,2.0,1.0
1294,47.0,47104.0,1.0,0.0,0.0,2.0,5.0,1.0,0.0,1.0,8.0,0.0,1.0,0.0,1.0,0.0,1.0,50.0,1.0,0.0,0.0,1.0,3.0,,,,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0,23.157894736842106,23.157894736842106,,,2.0,1.0
1296,47.0,47106.0,4.0,0.0,0.0,4.0,5.0,1.0,1.0,1.0,0.3333333432674408,0.0,1.0,0.0,1.0,0.0,1.0,26.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,1.0,3.0,1.0,0.0,1.0,1.0,0.0,4.0,1.0,0.0,1.0,0,14.105263157894736,3.526315789473684,2.3,3.3000000000000003,2.4000000000000004,2.0
1297,47.0,47107.0,2.0,0.0,0.0,3.0,5.0,0.0,0.0,1.0,30.0,0.0,1.0,0.0,1.0,0.0,1.0,86.0,1.0,0.0,0.0,3.0,3.0,,,,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0,9.350877192982455,4.675438596491228,,,2.0,0.0
1300,47.0,47110.0,4.0,0.0,0.0,3.0,5.0,1.0,0.0,1.0,26.0,0.0,0.0,1.0,1.0,0.0,1.0,59.0,1.0,0.0,1.0,1.0,3.0,,,3.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0,17.017543859649123,4.254385964912281,2.0,,2.0,2.0
1303,47.0,47113.0,2.0,0.0,0.0,1.0,5.0,0.0,0.0,1.0,20.0,0.0,0.0,1.0,1.0,0.0,1.0,73.0,1.0,0.0,0.0,1.0,3.0,,,,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0,11.859649122807017,5.9298245614035086,,,2.0,1.0
1304,47.0,47114.0,6.0,0.0,0.0,2.0,5.0,0.0,0.0,1.0,9.0,0.0,1.0,0.0,1.0,0.0,1.0,53.0,1.0,0.0,0.0,1.0,3.0,,,,1.0,0.0,1.0,0.0,0.0,1.0,4.0,1.0,1.0,0.0,0,27.29824561403509,4.549707602339182,,,3.0999999999999996,1.0
1309,47.0,47119.0,3.0,0.0,0.0,3.0,5.0,1.0,0.0,1.0,5.0,0.0,1.0,0.0,1.0,0.0,1.0,39.0,1.0,0.0,0.0,3.0,3.0,,,,1.0,0.0,1.0,0.0,0.0,1.0,4.0,1.0,1.0,0.0,0,13.192982456140351,4.39766081871345,,,4.6,1.0
1312,47.0,47123.0,5.0,0.0,0.0,3.0,5.0,1.0,0.0,1.0,0.75,0.0,1.0,0.0,1.0,0.0,1.0,37.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,7.0,1.0,0.0,1.0,0,29.05263157894737,5.810526315789474,2.2,3.4,2.4000000000000004,3.0
1314,47.0,47125.0,4.0,0.0,0.0,1.0,5.0,1.0,0.0,1.0,0.5833333134651184,0.0,1.0,0.0,1.0,0.0,1.0,26.0,1.0,0.0,0.0,1.0,3.0,,,,1.0,0.0,1.0,0.0,0.0,1.0,5.0,1.0,1.0,0.0,0,17.47826086956522,4.369565217391305,,,2.5,1.0
1316,48.0,48002.0,3.0,0.0,0.0,4.0,6.0,1.0,0.0,0.0,30.0,0.0,1.0,0.0,0.0,0.0,4.0,55.0,0.0,0.0,1.0,,,,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,1,43.55555555555556,14.518518518518519,5.7,,,0.0
1317,48.0,48003.0,2.0,0.0,0.0,3.0,6.0,0.0,0.0,1.0,35.0,0.0,1.0,0.0,0.0,0.0,1.0,55.0,1.0,0.0,0.0,1.0,3.0,,,,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1,20.733333333333334,10.366666666666667,,,2.0,1.0
1321,48.0,48008.0,6.0,0.0,0.0,,6.0,1.0,1.0,1.0,10.0,0.0,1.0,0.0,0.0,0.0,1.0,26.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1,48.577777777777776,8.096296296296297,4.8,4.8,4.8,2.0
1323,48.0,48011.0,5.0,1.0,0.0,2.0,6.0,0.0,0.0,1.0,16.0,0.0,1.0,0.0,0.0,0.0,1.0,78.0,1.0,0.0,1.0,1.0,3.0,,,3.0,2.0,2.0,1.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,1,30.22222222222222,6.044444444444444,2.4000000000000004,,5.4,1.0
1324,48.0,48012.0,4.0,0.0,1.0,3.0,6.0,1.0,0.0,1.0,33.0,0.0,1.0,0.0,0.0,0.0,1.0,51.0,1.0,0.0,1.0,1.0,3.0,,,3.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0,42.303030303030305,10.575757575757576,5.0,,5.0,2.0
1325,48.0,48013.0,3.0,1.0,1.0,3.0,6.0,1.0,1.0,1.0,17.0,0.0,0.0,1.0,0.0,0.0,1.0,50.0,1.0,0.0,1.0,3.0,3.0,,,3.0,2.0,2.0,1.0,1.0,0.0,1.0,4.0,1.0,0.0,0.0,1,16.733333333333334,5.577777777777778,4.5,,4.5,2.0
1326,48.0,48014.0,3.0,1.0,0.0,3.0,6.0,1.0,0.0,1.0,25.0,0.0,1.0,0.0,0.0,0.0,1.0,70.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,1.0,1.0,0.0,6.0,1.0,0.0,1.0,0,25.244444444444444,8.414814814814815,2.0,2.0,2.0,3.0
1327,48.0,48015.0,4.0,0.0,0.0,3.0,6.0,1.0,0.0,1.0,25.0,0.0,0.0,1.0,0.0,0.0,1.0,56.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,1.0,1.0,0.0,4.0,1.0,0.0,1.0,0,21.177777777777777,5.294444444444444,3.6000000000000005,5.6,3.6000000000000005,3.0
1328,48.0,48016.0,1.0,0.0,0.0,1.0,6.0,1.0,0.0,1.0,11.0,0.0,1.0,0.0,0.0,0.0,1.0,52.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,4.0,1.0,0.0,0.0,1,9.8,9.8,9.0,8.4,8.4,3.0
1329,48.0,48017.0,2.0,0.0,0.0,1.0,6.0,1.0,0.0,1.0,6.0,0.0,1.0,0.0,0.0,0.0,1.0,47.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,0.0,1.0,1.0,1.0,4.0,1.0,0.0,0.0,1,11.422222222222222,5.711111111111111,7.0,7.0,9.0,2.0
1334,48.0,48023.0,4.0,0.0,0.0,4.0,6.0,1.0,0.0,0.0,13.0,0.0,1.0,0.0,0.0,0.0,4.0,55.0,1.0,0.0,1.0,3.0,3.0,,,3.0,2.0,2.0,1.0,1.0,0.0,1.0,4.0,1.0,0.0,0.0,1,22.977777777777778,5.7444444444444445,4.0,,4.0,2.0
1335,48.0,48024.0,2.0,1.0,0.0,3.0,6.0,1.0,0.0,1.0,26.0,0.0,0.0,1.0,0.0,0.0,1.0,70.0,1.0,1.0,0.0,2.0,3.0,3.0,3.0,,2.0,2.0,1.0,0.0,1.0,1.0,4.0,1.0,0.0,0.0,1,11.0,5.5,,6.0,6.0,2.0
1338,48.0,48028.0,1.0,0.0,0.0,5.0,6.0,1.0,1.0,1.0,12.0,0.0,1.0,0.0,0.0,0.0,2.0,39.0,0.0,1.0,0.0,,,,,,1.0,1.0,0.0,0.0,0.0,,,0.0,0.0,0.0,1,12.8,12.8,,,,0.0
1339,48.0,48029.0,6.0,0.0,0.0,5.0,6.0,1.0,0.0,1.0,35.0,0.0,0.0,1.0,0.0,0.0,1.0,64.0,0.0,1.0,1.0,,,3.0,3.0,3.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0,35.51111111111111,5.9185185185185185,4.0,4.0,,2.0
1343,48.0,48033.0,2.0,1.0,0.0,3.0,6.0,0.0,0.0,1.0,15.0,0.0,1.0,0.0,0.0,0.0,1.0,73.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,5.0,1.0,0.0,1.0,0,8.955555555555556,4.477777777777778,3.0,3.0,3.0,3.0
